Finds_numb,N,19,11	Phase,C,254	X,N,19,11	Y,N,19,11	Z,N,19,11	Location,C,254	SiteCode,C,254	Trench,C,254	Context,C,254	Grid,C,254	Type,C,254	Species,C,254	Element,C,254	Side,C,254	Preservati,C,254	Informatio,N,19,11	Taphonomy,C,254	JellyBone,C,254	Measuremen,C,254	Action,C,254	ZooMsID,C,254	Notes,C,254
114936	Bone bed	502798.1602	480995.7723	23.3828	SC13_fridge_2	SC15	34	317	ZW11	Bone	Red deer	Mandible	Right	C, E, G, H	3	Partial demineralised; compressed; post-dep breakage	Yes	 -	 -	0	Red deer mandibular ramus fragment. The bone is demineralised and rubbery, and also fairly compressed. There is damage to the condyle due to a combination of demineralisation and compression. The breakage to the base of the ramus to remove it from the ma
114937	Bone bed	502796.131	480997.2828	23.4361	SC13_fridge_2	SC15	34	312	ZU13	Bone/antler	Red deer	Frontlet	 -	B, H	3	Demineralised; concretions; root etching; splitting; cracking	Yes	 -	PHOTO	0	Partial skull of a red deer. The remains of a frontlet. The bone is demineralised and very rubbery. During cleaning there were a lot of concretions and hardened roots attached to the surface of the bone and remaining antler. The areas of the cranium that
114944	Bone bed	502796.3753	480997.4883	23.4704	SC13_fridge_2	SC15	34	312	ZV13	Bone	Aurochs	2nd phalanx	 -	C, G, H	3	Demineralised; spiral fracture; longitudinal split; delaminating	Yes	 -	 -	0	Proximal end of an Aurochs phalange. The bone is fairly robust but is slightly rubbery. There is a spiral fracture that has removed the distal end. It appears to have been opened for marrow extraction. The cortical bone surface is slightly delaminating a
114945	Bone bed	502795.4398	481003.389	23.5475	SC13_fridge_2	SC15	34	312	ZW20	Bone	Unidentified	Unidentified	 -	D	1	Robust; debitage	No	 -	?ZooMs	0	Unidentified splinter of bone. It is too small to retain any morphological traits to aid with ID. It could possibly be a fragment of debitage from a percussion break. The bone is robust with no sign of demineralisation.
114946	Bone bed	502795.4276	481003.4578	23.5576	SC13_fridge_2	SC15	34	312	ZW20	Bone	Unidentified	Unidentified	 -	D	1	Robust; post-dep breakage	No	 -	 -	0	Unidentified fragment of bone. It does not retain enough morphological information to aid with ID. It is robust with no sign of demineralisation. The breakage appears post-depositional.
114947	Bone bed	502795.4071	481003.4425	23.5565	SC13_fridge_2	SC15	34	312	ZW20	Bone	Unidentified	Unidentified	 -	D	1	Robust	No	 -	 -	0	Unidentified fragment of bone. It is robust with no sign of demineralisation. It is too small with no morphological traits remaining to aid with ID.
114948	Bone bed	502796.6794	480997.9236	23.587	SC13_fridge_2	SC15	34	312	ZW14	Bone	Unidentified	Unidentified	 -	D, H	1	Demineralised; post-dep damage	Yes	 -	?ZooMs	0	Fragment of bone that is too small to identify to species. There are no morpological traits remaining. The bone is slightly demineralised and rubbery. The cortical bone surface is worn and uneven but appears to have been caused by the degradation procces
114956	Clark backfill	502790.7716	481011.6129	24.0001	SC13_fridge_1	SC15	34	312	ZU29	Bone	Red deer	1st phalanx	 -	C	3	Robust; desiccated; percussion break	No	 -	 -	0	Distal fragment of red deer 1st phalanx. The bone is robust with no sign of demineralisation, however it is also quite desiccated. The breakage to remove the proximal end and get into the marrow cavity appears to be a percussion break.
114996	Bone bed	502797.9505	480994.5534	23.3471	SC13_fridge_1	SC15	34	312	ZW11	Antler	Red deer	Tine	 -	C, E, H	3	Demineralised; compressed	Yes	0	0	0	Very leathery piece of antler tine. It is compressed and flat.
115054	Bone bed	502795.2703	481003.7039	23.5385	SC13_fridge_2	SC15	34	312	ZW20	Bone	Large bird sp.	Tibiotarsus	 -	D	2	Robust; post dep breakage	No	 -	 -	0	Fragment of bone that is very thin and delicate; possibly a fragment of large bird species tibiotarsus fragment. The bone itself is very robust with no sign of demineralisation. Breakage appears to be post-depositional.
115066	Bone bed	502795.3738	481003.3858	23.5876	SC13_fridge_2	SC15	34	312	ZW19	Bone	Bird sp. ?	Sternal rib	 -	C	3	Robust; fragmentary	No	 -	 -	0	Small, thin bone that is fairly long and gracile. The bone is robust with no sign of demineralisation. It is missing both ends. Possibly a fragment of bird sternal rib.
115069	Bone bed	502797.4393	480993.6495	23.247	SC13_fridge_2	SC15	34	312	ZW9	Bone	Red deer?	Humerus	Left	C	3	Robust; spiral fracture	No	 -	?ZooMs	0	Fragment of ?red deer humerus midshaft. The bone is robust with no sign of demineralisation. The breakage was caused by spiral fractures.
115071	Bone bed	502796.3346	480997.327	23.3713	SC13_fridge_2	SC15	34	312	ZV13	Bone	Red deer	Semi-lunate	Right	B, F, H	4	Partially demineralised; splitting; white mineral	Yes	 -	 -	0	Complete red deer carpal; a semi-lunate. The bone is slightly demineralised and rubbery. There is also a small amount of splitting to the cortical bone surface, and white mineral showing through.
115072	Bone bed	502796.3316	480997.3026	23.3698	SC13_fridge_2	SC15	34	312	ZV13	Bone	Red deer	Carpal	Left	A, F	4	Robust; white mineral; splitting	No	 -	 -	 -	Complete radial carpal of a red deer. The bone is fairly robust however there are also splits in the cortical bone where white mineral is pushing through. There is also some degradation to one cortical bone surface which has made it rough and frayed. Was
115073	Bone bed	502797.2006	480995.9598	23.3006	SC13_fridge_2	SC15	34	312	ZW12	Bone	Red deer	Metatarsal	Right	C, H	4	Demineralised; spiral fracture; longitudinally split; splitting; marrow extraction	Yes	BP:  3.8mm	 -	0	Partial right red deer metatarsal. The bone is slightly demineralised and rubbery. The breakage to remove the distal end is a spiral fracture.  It has also been longitudinally split, however this stops just before the proximal head. Corresponding splitti
115080	Bead area	502786.9987	481009.7636	23.9364	SC13_fridge_2	SC15	34	312	ZP28	Bone	Unidentified	Unidentified	 -	D, G, H	1	Demineralised; delaminating	Yes	 -	 -	0	Fragment of bone that is demineralised and rubbery. It has begun to delaminate and cortical bone layer has actually separated.
115082	Bone bed	502797.6902	480996.3157	23.335	SC13_fridge_2	SC15	34	312	ZW12	Bone	Red deer	Metapodial	 -	A, H	4	Demineralised	Yes	 -	 -	0	Unfused distal epiphysis of a red deer metapodial. The bone is slightly demineralised and rubbery. Refits with <115083> and <115084>.
115083	Bone bed	502797.6381	480996.2853	23.3404	SC13_fridge_2	SC15	34	312	ZW12	Bone	Red deer	Metacarpal	 -	C, H	3	Demineralised; percussion break	Yes	 -	 -	0	Juvenile metacarpal of a red deer. The distal epiphyses are unfused. The bone is partially demineralised and slightly rubbery. There are percussion breaks to the midshaft. It refits with <115082> and <115084>.
115084	Bone bed	502797.6442	480996.2226	23.3289	SC13_fridge_2	SC15	34	312	ZW12	Bone	Red deer	Metapodial	 -	C, H	3	Partially demineralised	Yes	 -	 -	0	Unfused distal epiphysis of a red deer metapodial. The bone is slightly  demineralised and rubbery. Refits with <115082> and <115083>.
115091	Bone bed	502795.3487	481001.8689	23.4962	SC13_fridge_2	SC15	34	312	ZW16	Bone	Medium mammal sp.	Rib	 -	D, G	3	Robust; post-dep breakage; excavation damage; delaminating	No	 -	 -	0	Fragment of medium mammal rib. The bone is robust with no sign of demineralisation. The breakage appears to be a post-depositional breakage. Along the break edge the bone is beginning to delaminate.
115096	Bone bed	502795.2965	481003.3913	23.5318	SC13_fridge_2	SC15	34	312	ZW19	Bone	Unidentified	Unidentified	 -	D	1	Robust	No	 -	?ZooMs	0	Unidentified fragment of bone. It is too small and does not retain enough morphological traits to aid with ID. The bone is robust however, with no sign of demineralisation.
115098	Bone bed	502796.4449	480993.3843	23.2375	SC13_fridge_2	SC15	34	312	ZU9	Bone	Aurochs	Humerus	Left	C, F	4	Robust; splitting; white mineral; spiral fracture; percussion break	No	BT: 10.6mm	 -	 -	Distal end of an Aurochs humerus. The bone is robust with no sign of demineralisation. There are splits in the cortical bone on the trochlea with white mineral pushing through. It has been removed from the main body of the element via a spiral fracture a
115153	Wood peat	502786.8517	481010.7177	24.0078	SC13_fridge_2	SC15	34	310	ZQ29	Bone	Large mammal sp.	Rib	 -	C, H	2	Demineralised; ?longitudinal split	Yes	 -	ZooMs?	0	Fragment of large mammal rib. The bone is demineralised and rubbery. The specimen appears to have been broken into, however due to the softness of the bone it is difficult to identify wether this is due to human interaction or post-depositional processes
115167	Bone bed	502795.2577	480997.3851	23.4481	SC13_fridge_1	SC15	34	312	ZV14	Antler	Red deer	Tine	0	A, H	4	Robust; excavation damage	No	0	0	0	Red deer antler tine. It very robust with no sign of demineralisation. A lot of excavation damage to the surface which has removed quite a bit of the surface detail. Excavation damage also to removal break edge.
115179	Bone bed	502796.3466	481001.057	23.4678	SC13_fridge_1	SC15	34	312	ZW17	Antler	Red deer	Compactor	0	A	5	Robust	0	0	0	0	Small fragment of antler compactor. It is very robust with no sign of demineralisation. The surface detail still survives.
115238	Wood peat	502789.0112	481010.5833	24.0288	Chloe	SC15	34	310	ZS28	Antler	Red deer	Barbed point	0	B, E	3	0	0	0	0	0	0
115281	Bone bed	502795.8292	480998.8323	23.5447	SC13_fridge_2	SC15	34	312	ZV15	Bone	Common crane	Tibiotarsus	Left	C, H	3	Slightly demineralised; excavation damage; spiral fracture; root etching	Yes	 -	 -	0	Long, thin section of bone. It is gracile and very light. Large species of waterbird; most likely common crane. The bone is demineralised and rubbery. The breakage appears to be fairly modern to one end and a possible spiral fracture to the other. Appear
115282	Bone bed	502797.2419	480994.2361	23.3195	SC13_fridge_2	SC15	34	312	ZW10	Bone	Red deer	Metacarpal	Right	C, G, H	4	Demineralised; splitting; delaminating; spiral fracture	Yes	BP: 4.7mm	 -	0	Partial proximal end of a red deer metacarpal. The bone is demineralised and rubbery. The cortical bone is splitting and cracking, especially across the proximal articular surface. There is white mineral appearing within the cracks. The cortical bone is
115490	Eastern platform	502836.6633	480998.3262	23.1036	SC13_fridge_1	SC15	34	317	0	Bone	Red deer	Scapula	left	C, G, H	4	Demineralised; ?percussion break; splitting; excavation damage; delaminating	Yes	GLP: 6.1mm, BG: 4.8mm	?Dating	0	Red deer scapula. The bone is demineralised and rubbery. There are splits in the cortical bone and half of the blade has degraded and is missing. There is a lot of excavation damage. Half of the tubercle has been sliced off on the inferior aspect, some o
115502	Bead area	502786.9044	481008.7608	23.874	SC13_fridge_2	SC15	34	312	ZP27	Bone	Red deer	1st phalanx	Left	C, E, H	3	Demineralised; compressed; excavation damage	Yes	 -	 -	0	Proximal end of a red deer 1st phalanx. The bone is demineralised and rubbery, but also very compressed. The distal head is missing and the breakage appears to be excavation damage due to the softness of the bone. Part of accumulation <11502-507>.
115503	Bead area	502786.8618	481008.8813	23.868	SC13_fridge_2	SC15	34	312	ZP26	Bone	Red deer	Astragalus	Left	B, E, G, H	4	Demineralised; compressed; warped; splitting; white mineral; delamination	Yes	 -	 -	0	Complete red deer astragalus. The bone is demineralised, rubbery and very compressed. The bone is almost flat and so there is some warping. The cortical bone is splitting and cracking in several places and there is white mineral showing through. Part of
115503	Bead area	502786.8618	481008.8813	23.868	SC13_fridge_2	SC15	34	312	ZP26	Bone	Red deer	Calcaneus	Left	C, E, H	4	Demineralised; compressed; splitting; percussion point	Yes	 -	 -	 -	Partial red deer calcaneus. The bone is demineralised and rubbery. It is also compressed, which has caused damage and cortical bone bunching. There is a lot of damage to the articular surfaces (splitting and eroding) due to the degradation processes. Cle
115504	Bead area	502786.8436	481009.0264	23.8744	SC13_fridge_2	SC15	34	312	ZP26	Bone	Red deer	Tibia	Left	C, E, I	3	Demineralised; compression; splitting; percussion break; spiral fracture	Yes	 -	 -	0	Very compressed distal end of a red deer tibia. The bone is rubbery and demineralised. There is breakage to the articular surface because of the compression. There is also damage to the cortical bone surface due to the softness of the bone. The distal en
115505	Bead area	502786.7608	481009.0882	23.8704	SC13_fridge_2	SC15	34	312	ZP26	Bone	Red deer	Metatarsal	Left	C, E, G, H	3	Demineralised; compression; splitting; percussion break	Yes	 -	 -	0	Partial proximal end of a metatarsal of a red deer. The bone is demineralised and rubbery, and there is compression too. The bone is almost flat, and this has caused damage to the proximal head. There are also splits in the cortical bone (longitudinally)
115505	Bead area	502786.7608	481009.0882	23.8704	SC13_fridge_2	SC15	34	312	ZP26	Bone	Red deer	Navicular-cuboid	Left	D, E, H	3	Demineralised; compressed; post-dep breakage	Yes	 -	 -	0	Partial navicular-cuboid of a red deer. The bone is demineralised and rubbery, and it is also compressed. There is a lot of post-depositional degradation and damage to the main body of the element. The central section has completely degraded out. Part of
115506	Bead area	502786.6254	481009.0441	23.873	SC13_fridge_2	SC15	34	312	ZP26	Bone	Red deer	Femur	Left	D, E, G, H	3	Demineralised; compressed; delaminating; warped	Yes	 -	 -	0	Three large fragments of long bone; most likely femur as there is a section of supracondyloid fossa surviving. The bone is demineralised and rubbery, incredibly compressed, and also badly delaminating. The compression has warped the shape of the specimen
115507	Bead area	502786.7193	481008.963	23.8784	SC13_fridge_2	SC15	34	312	ZP26	Bone	Red deer	1st phalanx	Left	C, E, H	4	Demineralised; compressed; warped	Yes	 -	 -	 -	Complete 1st phalanx of a red deer. The bone is demineralised, rubbery and slightly compressed. Due to compression the specimen is slightly warped too. There is damage to the distal articular surface caused by the demineralisation process. Part of accumu
115507	Bead area	502786.7193	481008.963	23.8784	SC13_fridge_2	SC15	34	312	ZP26	Bone	Red deer	1st phalanx	Left	C, E, H	4	Demineralised; compressed; warped; splitting	Yes	 -	 -	0	Complete 1st phalange of a red deer. The bone is demineralised, rubbery and compressed. Due to the compression there is also warping of the specimens overall shape. Due to the degradation there is also damage to a section of the distal articular surface
